komentar,rating,timestamp,sentimen,clean
Akhirnya Saya mengubah penilaian dari bintang 4 menjadi 5. Setelah beberapa waktu memakai belanja dan menjual di Shopee Saya jadi terbiasa. Pengalaman sudah banyak yang tidak bisa Saya ceritakan. Point plus yang Saya catat adalah uang segera di kembali kan bila penjual mengirim barang yang tidak sesuai dengan pesanan. System sangat lah cepat tidak ber-tele2...,5,2026-04-18 14:40:17,positif,akhirnya saya mengubah penilaian dari bintang  menjadi  setelah beberapa waktu memakai belanja dan menjual di shopee saya jadi terbiasa pengalaman sudah banyak yang tidak bisa saya ceritakan point plus yang saya catat adalah uang segera di kembali kan bila penjual mengirim barang yang tidak sesuai dengan pesanan system sangat lah cepat tidak bertele
"Aplikasi belanja online paling Best, banyak voucher dan promo menarik lainnya.",5,2026-04-18 14:39:34,positif,aplikasi belanja online paling best banyak voucher dan promo menarik lainnya
"Lemot, baru pertama kalinya mendapatkan pengiriman yg stuck di gudang palembang. udah bulak balik chat call centre tapi paket masih juga gak gerak dan gak ada pergerakan sama sekali.",2,2026-04-18 14:39:34,negatif,lemot baru pertama kalinya mendapatkan pengiriman yg stuck di gudang palembang udah bulak balik chat call centre tapi paket masih juga gak gerak dan gak ada pergerakan sama sekali
bagus sangat saya sangat suka dengan pengiriman nya,5,2026-04-18 14:39:23,positif,bagus sangat saya sangat suka dengan pengiriman nya
luarbiasa,5,2026-04-18 14:39:22,positif,luarbiasa
memuaskan..,5,2026-04-18 14:39:05,positif,memuaskan
ok,5,2026-04-18 14:37:24,positif,ok
gabung affiliate juga Jd lumayan dpt pemasukan ples belanja. intinya aplikasinya memudahkan dan bermanfaat.,5,2026-04-18 14:34:47,positif,gabung affiliate juga jd lumayan dpt pemasukan ples belanja intinya aplikasinya memudahkan dan bermanfaat
"barang yg sy cari di pasaran sangat susah, tapi semua ada di shopie",5,2026-04-18 14:34:46,positif,barang yg sy cari di pasaran sangat susah tapi semua ada di shopie
okk,5,2026-04-18 14:31:23,positif,okk
Pihak penjual yg kadang krm brg gak sesuai permintaan !,5,2026-04-18 14:31:13,positif,pihak penjual yg kadang krm brg gak sesuai permintaan 
"sejauh ini bagus bget, ongkir murah, ada apa2 cepat ditangani shopee lewat pusat bantuan, keren",5,2026-04-18 14:30:17,positif,sejauh ini bagus bget ongkir murah ada apa cepat ditangani shopee lewat pusat bantuan keren
"bisa2nya paket udh di spx dikembalikan ke penjual, dasar anyink, otw uninstal",1,2026-04-18 14:27:28,negatif,bisanya paket udh di spx dikembalikan ke penjual dasar anyink otw uninstal
koin shopee cuma bisa d tarik 100/HR.jadi males belanja.males lihat live.males kasih ulasan.males lihat rekomendasi..semua percuma..ada koin tapi gak bisa d tarik..habisin waktu..sekarang akunw gold kena lock out..jadi akun platinum lagi..sungguh..makin lama shopee makin mengesalkan,5,2026-04-18 14:19:17,positif,koin shopee cuma bisa d tarik hrjadi males belanjamales lihat livemales kasih ulasanmales lihat rekomendasisemua percumaada koin tapi gak bisa d tarikhabisin waktusekarang akunw gold kena lock outjadi akun platinum lagisungguhmakin lama shopee makin mengesalkan
"Alhamdulillah, sekarang pesan di Shopee semua pesanan insyaallah sudah sesuai, terimakasih buat shopee",5,2026-04-18 14:16:20,positif,alhamdulillah sekarang pesan di shopee semua pesanan insyaallah sudah sesuai terimakasih buat shopee
ngelag ajg,1,2026-04-18 14:15:13,negatif,ngelag ajg
Mantap 👍👍👍,5,2026-04-18 14:11:05,positif,mantap 
aplikasi buatan +62 gini amat sih beda jauh lho sama shop di negara lain kaya eropa Jerman inggris itu semua sesuai gak kaya shoope apaan ga sesuai pesanan sampah menjijikan penipuan bodoh,1,2026-04-18 14:10:47,negatif,aplikasi buatan  gini amat sih beda jauh lho sama shop di negara lain kaya eropa jerman inggris itu semua sesuai gak kaya shoope apaan ga sesuai pesanan sampah menjijikan penipuan bodoh
"perbaiki pesanan saat dibawa ke via darat maupun laut karena, batas pengiriman udh lewat tapi tetap ngotot kirimnya sampai dibatalkan pesanan secara otomatis dan saya sering seperti ini.",3,2026-04-18 14:10:32,netral,perbaiki pesanan saat dibawa ke via darat maupun laut karena batas pengiriman udh lewat tapi tetap ngotot kirimnya sampai dibatalkan pesanan secara otomatis dan saya sering seperti ini
setiap belanja di shopee barang cepat sampai dan kalau ada keluhan pasti cepat di tanggapi....jayalah shopee,5,2026-04-18 14:09:32,positif,setiap belanja di shopee barang cepat sampai dan kalau ada keluhan pasti cepat di tanggapijayalah shopee
suka dengan shopee,5,2026-04-18 14:05:04,positif,suka dengan shopee
yakin,5,2026-04-18 14:03:15,positif,yakin
Kerenn,5,2026-04-18 14:02:48,positif,kerenn
Aplikasi agak berat,5,2026-04-18 14:02:48,positif,aplikasi agak berat
"plis deh awalnya lagi asik baca Wattpad tiba-tiba ga pencet apa-apa lagsung masuk ke shoppe ga jelas bgt. mana pesanan suka lama datengny, suka lag bgt, kurang-kurangin deh bikin ga nyaman tau setiap buka apl wattpad.",2,2026-04-18 14:02:44,negatif,plis deh awalnya lagi asik baca wattpad tibatiba ga pencet apaapa lagsung masuk ke shoppe ga jelas bgt mana pesanan suka lama datengny suka lag bgt kurangkurangin deh bikin ga nyaman tau setiap buka apl wattpad
layanan nya makin buruk.kesalan pengirim di limpah kan ke konsumen,1,2026-04-18 14:02:26,negatif,layanan nya makin burukkesalan pengirim di limpah kan ke konsumen
sangat puas berlangganan dengan ahopee,5,2026-04-18 14:00:07,positif,sangat puas berlangganan dengan ahopee
ntap,5,2026-04-18 13:59:44,positif,ntap
jos,5,2026-04-18 13:59:36,positif,jos
Very Good,5,2026-04-18 13:57:19,positif,very good
adalah pokoknyaa,5,2026-04-18 13:56:35,positif,adalah pokoknyaa
produk yg dipesan sesuai,5,2026-04-18 13:56:09,positif,produk yg dipesan sesuai
sangat puas,5,2026-04-18 13:54:10,positif,sangat puas
sangat bagus,5,2026-04-18 13:52:59,positif,sangat bagus
kurir ramah dan baik,5,2026-04-18 13:52:45,positif,kurir ramah dan baik
"shopee semakin hari semakin jelek, pengiriman semakin lama dan banyak ngerugiin deh males banget saya pake nih aplikasi.",1,2026-04-18 13:52:26,negatif,shopee semakin hari semakin jelek pengiriman semakin lama dan banyak ngerugiin deh males banget saya pake nih aplikasi
pengiriman yg cepat,5,2026-04-18 13:51:14,positif,pengiriman yg cepat
sudah pake Shopee dr tahun 2017,5,2026-04-18 13:51:13,positif,sudah pake shopee dr tahun 
bagus,5,2026-04-18 13:50:50,positif,bagus
aplikasi terburuk masak GK bisa ceo,1,2026-04-18 13:50:13,negatif,aplikasi terburuk masak gk bisa ceo
tempat belanja online terpercaya.,5,2026-04-18 13:48:52,positif,tempat belanja online terpercaya
h ga f Roblox,1,2026-04-18 13:46:42,negatif,h ga f roblox
jasa pengiriman yg tepat waktu,5,2026-04-18 13:43:38,positif,jasa pengiriman yg tepat waktu
baguss,5,2026-04-18 13:39:44,positif,baguss
okeh,5,2026-04-18 13:39:28,positif,okeh
"INI APK MAU JADI E COMMERCE ATAU SOSIAL MEDIA KYK TOKTOK, TIAP. MASUK AKUN SELALU LANGSUNG VIDEO LIVE, SUSAH BANGET LAGI KELUAR DARI VIDEO, ORG ITU MAU TAMPILAN BERANDA DAN BARANG KALAU MASUK SHOPEE BUKAN MAU LIHAT LIVE JUALAN TOLOL",1,2026-04-18 13:38:23,negatif,ini apk mau jadi e commerce atau sosial media kyk toktok tiap masuk akun selalu langsung video live susah banget lagi keluar dari video org itu mau tampilan beranda dan barang kalau masuk shopee bukan mau lihat live jualan tolol
aplikasi inii sangat membantu kita buat lebih mudah belanja suka aku harganya juga murah murah pas di dompet,5,2026-04-18 13:37:18,positif,aplikasi inii sangat membantu kita buat lebih mudah belanja suka aku harganya juga murah murah pas di dompet
pengiriman sekarang tidak sesuai estimasi,2,2026-04-18 13:36:59,negatif,pengiriman sekarang tidak sesuai estimasi
"shoppe is the best,terima kasih udah kasih aku kepercayaan untuk pemakaian spaylater kalian,gak pernah menyesal beli semua barang di shoppe",5,2026-04-18 13:35:06,positif,shoppe is the bestterima kasih udah kasih aku kepercayaan untuk pemakaian spaylater kaliangak pernah menyesal beli semua barang di shoppe
memuaskan,5,2026-04-18 13:34:41,positif,memuaskan
puas dengan pelayanannya,5,2026-04-18 13:33:41,positif,puas dengan pelayanannya
mantp,5,2026-04-18 13:31:55,positif,mantp
sesuai GK kaleng kaleng,5,2026-04-18 13:31:02,positif,sesuai gk kaleng kaleng
sangat membantu untuk melakukan pembelian secara online,5,2026-04-18 13:29:58,positif,sangat membantu untuk melakukan pembelian secara online
pelayanan terbaik dan membantu semua kebutuhan,5,2026-04-18 13:27:07,positif,pelayanan terbaik dan membantu semua kebutuhan
banyak voucher kalo boleh di tambah lagi biar enggak ngeleg sama voucher nya di tambah lagi🤭,5,2026-04-18 13:26:06,positif,banyak voucher kalo boleh di tambah lagi biar enggak ngeleg sama voucher nya di tambah lagi
pelayanan nya bagus,5,2026-04-18 13:24:17,positif,pelayanan nya bagus
"Mitra Jasa Pengiriman Anda Tidak Bekerja Profesional Tolong anda Perhatikan Mitra Jasa Pengiriman Anda, End Buyer bukan Mitra Anda, Tapi Kustomer Anda. Sejak Tgl 4 Maret Sudah check Out, 9 Maret Sudah Tiba Di Lokasi di Kepri, Barang Yang sama Tanggal Check Out-nya, sudah lebih dulu sampai, tapi barang satu lagi belum sampai hingga hari ini dengan Jasa Pengiriman yang sama. Anda Sebagai platform harus tegas, anda mempertaruhkan Kredibilitas Platform anda, Garansi Pengiriman terlalu lama",1,2026-04-18 13:23:16,negatif,mitra jasa pengiriman anda tidak bekerja profesional tolong anda perhatikan mitra jasa pengiriman anda end buyer bukan mitra anda tapi kustomer anda sejak tgl  maret sudah check out  maret sudah tiba di lokasi di kepri barang yang sama tanggal check outnya sudah lebih dulu sampai tapi barang satu lagi belum sampai hingga hari ini dengan jasa pengiriman yang sama anda sebagai platform harus tegas anda mempertaruhkan kredibilitas platform anda garansi pengiriman terlalu lama
"jujur aplikasi ini sangat berguna sejauh ini sih masih aman2 estimasi selalu pas, ongkir ngk banyak, kurir juga baik tapi sedikit saran kalau udh dikirim tambahkan nama dan nomor telepon kurir agar bisa di chat biasanya kan kurir yg chat tapi kalau ditambahkan yg saya bilang pasti lebih baik",5,2026-04-18 13:23:11,positif,jujur aplikasi ini sangat berguna sejauh ini sih masih aman estimasi selalu pas ongkir ngk banyak kurir juga baik tapi sedikit saran kalau udh dikirim tambahkan nama dan nomor telepon kurir agar bisa di chat biasanya kan kurir yg chat tapi kalau ditambahkan yg saya bilang pasti lebih baik
. 8 yang tidak 76,5,2026-04-18 13:22:46,positif,  yang tidak 
kendala penanganan dari pihak shopee terlalu lama.,1,2026-04-18 13:21:28,negatif,kendala penanganan dari pihak shopee terlalu lama
bagus,5,2026-04-18 13:18:07,positif,bagus
aplikasi paling maksa sialan,1,2026-04-18 13:12:15,negatif,aplikasi paling maksa sialan
Tidak pernah gagal shoppe terbaik,5,2026-04-18 13:12:11,positif,tidak pernah gagal shoppe terbaik
aman cepat produk berkualitas harga terjangkau,5,2026-04-18 13:11:59,positif,aman cepat produk berkualitas harga terjangkau
sangat bagus,5,2026-04-18 13:09:32,positif,sangat bagus
paket saya sudah berhari-hari nyangkut di Dc Tanggerang tanpa ada kejelasan sama sekali selama 1 minggu lebih. paket saya yang lain yg duluan datang jg nyangkut di gudang spx dan msh belum dikirim ke rumah s.d sekarang. apabila tidak ada pilihan jasa kurir yang lain tolong di perbaiki dan di benahi lagi sistemnya. menunggu selama berhari-hari tanpa kejelasan👎,1,2026-04-18 13:08:11,negatif,paket saya sudah berharihari nyangkut di dc tanggerang tanpa ada kejelasan sama sekali selama  minggu lebih paket saya yang lain yg duluan datang jg nyangkut di gudang spx dan msh belum dikirim ke rumah sd sekarang apabila tidak ada pilihan jasa kurir yang lain tolong di perbaiki dan di benahi lagi sistemnya menunggu selama berharihari tanpa kejelasan
Mantap,5,2026-04-18 13:08:07,positif,mantap
"aplikasiii jelekkk, saya kasih bintang 5 biar komentar saya paling atas... dengerin apk bnyk iklan ga gunaaa jelekkkk, mau buka link penting malah iklan muluu, dikitin iklan udh kaya juga, kocakkk",5,2026-04-18 13:08:06,positif,aplikasiii jelekkk saya kasih bintang  biar komentar saya paling atas dengerin apk bnyk iklan ga gunaaa jelekkkk mau buka link penting malah iklan muluu dikitin iklan udh kaya juga kocakkk
"bisa gak sih iklan shopee nya ilangin,, ganggu tau, lagi baca ada iklan shopee atau buka apk lain suka ada iklan shopee juga",2,2026-04-18 13:06:33,negatif,bisa gak sih iklan shopee nya ilangin ganggu tau lagi baca ada iklan shopee atau buka apk lain suka ada iklan shopee juga
iklan terlalu banyak dan menggangu,2,2026-04-18 13:05:02,negatif,iklan terlalu banyak dan menggangu
sangat membantu,5,2026-04-18 13:04:20,positif,sangat membantu
"Iklan shopee pop up super tailaso, langsung otomatis masuk ke aplikasi yg mengakibatkan Hp hang!!!!!!",1,2026-04-18 13:02:49,negatif,iklan shopee pop up super tailaso langsung otomatis masuk ke aplikasi yg mengakibatkan hp hang
apk bagus barang cepat nyampe tapi banyak penjual tidak bertanggung jawab barang pecah tidak di kasih kompensasi kasih penalti aja penjual nya,1,2026-04-18 12:59:58,negatif,apk bagus barang cepat nyampe tapi banyak penjual tidak bertanggung jawab barang pecah tidak di kasih kompensasi kasih penalti aja penjual nya
mantap,5,2026-04-18 12:57:50,positif,mantap
Dengan shopee belanja jadi mudah dan praktis,5,2026-04-18 12:54:50,positif,dengan shopee belanja jadi mudah dan praktis
risih,1,2026-04-18 12:54:36,negatif,risih
mantul,5,2026-04-18 12:53:44,positif,mantul
semoga sukses,5,2026-04-18 12:52:25,positif,semoga sukses
top,4,2026-04-18 12:52:05,positif,top
kenapa aplikasi ini udah saya Instal tetapi gak bisa digunakan,5,2026-04-18 12:50:47,positif,kenapa aplikasi ini udah saya instal tetapi gak bisa digunakan
"tolong pihak shopee hilangkan pembayaran COD Karena itu merugikan seller banyak customer Tol0l yang sudah pesan produk dan pembayaran COD berapa menit/jam minta pengajuan pembatalan, itu sangat merugikan banget barang sudah dipacking dan akan dikirim ehh minta dibatalkan, kadang sudah di tolak pengajuan pembatalan dan barang tetap dikirim ke pemesan. customernya tidak mau menerima, kalau kami terimapun pembatalan pesanan cod akun kami bisa kena Pinalti, tolong hilangkan pembayaran COD",1,2026-04-18 12:50:43,negatif,tolong pihak shopee hilangkan pembayaran cod karena itu merugikan seller banyak customer toll yang sudah pesan produk dan pembayaran cod berapa menitjam minta pengajuan pembatalan itu sangat merugikan banget barang sudah dipacking dan akan dikirim ehh minta dibatalkan kadang sudah di tolak pengajuan pembatalan dan barang tetap dikirim ke pemesan customernya tidak mau menerima kalau kami terimapun pembatalan pesanan cod akun kami bisa kena pinalti tolong hilangkan pembayaran cod
plis download ini sekarang deh barang nya murah² sumpahhhhh murahhh bagetttt pasti ngak nyesel deh kalo belanja dengan iniiii,5,2026-04-18 12:50:15,positif,plis download ini sekarang deh barang nya murah sumpahhhhh murahhh bagetttt pasti ngak nyesel deh kalo belanja dengan iniiii
mau coba lagi aja lah,5,2026-04-18 12:50:12,positif,mau coba lagi aja lah
ok,5,2026-04-18 12:49:47,positif,ok
Bagus pelayanannya,5,2026-04-18 12:48:36,positif,bagus pelayanannya
puas,5,2026-04-18 12:48:00,positif,puas
sangatt baikkk,5,2026-04-18 12:47:47,positif,sangatt baikkk
good,5,2026-04-18 12:46:33,positif,good
"Pengalaman belanja yang hebat, banyak dapat discount... baik ongkir maupun discount produk... terimakasih Shopee..",5,2026-04-18 12:46:26,positif,pengalaman belanja yang hebat banyak dapat discount baik ongkir maupun discount produk terimakasih shopee
keren sih bnyk promo tapi ini shoppefood daerah jogja gunung Kidul gada 😔,4,2026-04-18 12:45:28,positif,keren sih bnyk promo tapi ini shoppefood daerah jogja gunung kidul gada 
trima kasih shoopee sangat membantu dan memudahkan untuk berbelanja,5,2026-04-18 12:45:04,positif,trima kasih shoopee sangat membantu dan memudahkan untuk berbelanja
"shoope bangai oeh ta kemeng pesan barang Han di tem shoope bngai lage buyyyyy leuh barang trep trok hna sesuai Lom hna utak ,ronyan na 4 uroe k trok paket,Nyoe rap si buleun ta preh Baro trokk😤😤😤😤😡🤬",1,2026-04-18 12:44:59,negatif,shoope bangai oeh ta kemeng pesan barang han di tem shoope bngai lage buyyyyy leuh barang trep trok hna sesuai lom hna utak ronyan na  uroe k trok paketnyoe rap si buleun ta preh baro trokk
mempermudah urusan belanja,5,2026-04-18 12:44:59,positif,mempermudah urusan belanja
"aplikasi belanja yg mudah dan harganya juga agak miring, walaupun kita juga harus hati"" bgt milih tokonya, krna nggk semua toko amanah, tpi sejauh ini aku aman"" aja krn emang ku filter beneran untuk beli membeli brg. saran untuk shopee nya, mohon agak di filter untuk toko"" yg sulanya nipu orang itu, krn sgt merugikan orang lain. terima kasih.",5,2026-04-18 12:44:08,positif,aplikasi belanja yg mudah dan harganya juga agak miring walaupun kita juga harus hati bgt milih tokonya krna nggk semua toko amanah tpi sejauh ini aku aman aja krn emang ku filter beneran untuk beli membeli brg saran untuk shopee nya mohon agak di filter untuk toko yg sulanya nipu orang itu krn sgt merugikan orang lain terima kasih
"saya pesan barang pre order, sudah menunggu sebulan lebih, dan belum sampai, melebihi waktu estimasinya. tiba tiba malah diretur oleh shopee secara sepihak.. apa apaan ini.. sangat kecewa....",1,2026-04-18 12:43:08,negatif,saya pesan barang pre order sudah menunggu sebulan lebih dan belum sampai melebihi waktu estimasinya tiba tiba malah diretur oleh shopee secara sepihak apa apaan ini sangat kecewa
